datetime,city,latitude,longitude,temperature_celsius,humidity_pct,pressure_hpa,wind_speed_ms,visibility,rain,clouds,weather_condition,weather_description
2024-02-26 07:21:20+03,Kakamega,0.28273,34.75186,21.1,72,992,1.84,11699,0.88,22,snow,windy
2024-03-28 15:06:48+03,Nairobi,-1.29207,36.82195,15.98,24,1023,15.7,19181,0.64,94,snow,stormy
2024-02-24 17:02:09+03,Moyale,3.53998,39.05284,19.81,20,980,16.27,9286,0.6,23,clear,heavy snow
2024-05-21 09:51:13+03,Kabarnet,0.49011,35.74342,36.34,6,946,16.59,13564,0.39,77,snow,snowy
2024-02-12 11:06:04+03,Isiolo,0.35564,37.58331,14.06,75,877,1.3,18392,0.92,4,rain,cloudy
2024-02-27 08:14:08+03,Kitui,-1.37508,37.99521,11.57,8,947,15.82,16704,0.12,72,clear,thunderstorms
2024-04-19 13:47:37+03,Nyeri,-0.42778,36.94336,34.78,13,1046,4.57,17155,0.85,7,thunderstorms,cloudy
2024-02-21 01:15:09+03,Embu,-0.53884,37.45964,28.5,28,1049,3.52,1727,0.01,30,clear,snowy
2024-03-20 05:39:14+03,Londiani,-0.16347,35.59314,13.17,17,983,5.01,13213,1,53,thunderstorms,light rain
2024-05-27 02:48:16+03,Kiambu,-1.17481,36.83041,15.95,60,975,10.42,9020,0.1,73,clear,windy
2024-04-17 14:47:11+03,Ol Kalou,-0.27270,36.37752,25,58,999,7.96,6529,0.83,18,drizzle,partly cloudy
2024-04-27 20:45:39+03,Isiolo,0.35564,37.58331,14.64,18,1070,19.62,13643,0.08,14,thunderstorms,windy
2024-04-24 01:38:09+03,Meru,0.05147,37.64560,15.05,2,910,7.33,1692,0.28,6,thunderstorms,cloudy
2024-02-01 21:19:36+03,Kitui,-1.37508,37.99521,37,40,960,6.86,9564,0.3,91,rain,sunny
2024-02-09 07:56:02+03,Karuri,-0.71344,37.03735,18.16,3,923,18.52,2601,0.18,97,clear,moderate rain
2024-02-16 01:30:14+03,Ol Kalou,-0.27270,36.37752,32.9,97,931,13.86,9723,0.05,69,thunderstorms,cloudy
2024-04-09 21:43:59+03,Kiambu,-1.17481,36.83041,35.72,79,1014,10.65,4960,0.95,20,snow,heavy snow
2024-04-12 02:43:42+03,Wajir,1.74884,40.05863,10.62,78,911,4.1,10940,0.23,98,drizzle,thunderstorms with light rains
2024-04-29 04:41:47+03,Kiambu,-1.17481,36.83041,12.58,51,1024,17.99,7684,0.08,29,clear,thunderstorms
2024-04-22 07:58:40+03,Konza,-1.77758,37.10977,29.87,85,1047,11.83,17913,0.19,4,drizzle,foggy
2024-03-06 07:33:33+03,Machakos,-1.51768,37.26341,17.54,39,965,8.11,15579,0.24,66,rain,stormy
2024-02-16 11:46:49+03,Thika,-1.03876,37.08338,22.76,17,893,1.52,11917,0.09,23,rain,windy
2024-02-07 13:32:03+03,Muhoroni,-0.15661,35.19836,31.63,94,1026,19.9,9020,0.27,80,rain,sunny
2024-05-06 20:10:32+03,Homa Bay,-0.53504,34.45310,30.38,19,902,6,14324,0.74,39,thunderstorms,windy
2024-02-19 11:39:24+03,Bungoma,0.56953,34.55838,19.6,88,1065,0.39,17375,0.44,89,clear,sunny
2024-03-26 05:13:48+03,Voi,-3.39731,38.55593,31.7,42,1005,0.67,13054,0.47,88,rain,sunny
2024-04-21 05:20:28+03,Marsabit,2.33550,37.99435,17.93,16,878,8.8,1683,0.32,73,snow,heavy snow
2024-03-19 12:11:12+03,Eldoret,0.51428,35.26978,32.02,21,876,8.83,14841,0.22,8,snow,partly cloudy
2024-05-04 04:48:42+03,Keruguya,-0.49933,37.27848,19.28,58,964,14.87,2762,0.38,93,snow,foggy
2024-05-05 00:08:52+03,Isiolo,0.35564,37.58331,30.2,66,1037,8.7,1433,0.29,55,rain,stormy
2024-04-05 12:57:12+03,Ol Kalou,-0.27270,36.37752,31.27,76,989,14.92,7354,0.77,75,drizzle,snowy
2024-02-17 12:07:24+03,Moyale,3.53998,39.05284,31.16,28,1017,19.75,5451,0.52,92,clouds,heavy snow
2024-02-25 08:46:57+03,Kajiado,-2.09808,36.78195,26.15,81,984,16.14,10543,0.51,87,drizzle,light rain
2024-05-15 16:54:22+03,Butere,0.21982,34.49190,32.57,46,1027,14.78,19761,0.36,56,clouds,sunny
2024-02-29 06:37:54+03,Eldoret,0.51428,35.26978,16.65,14,903,4.71,2651,0.78,4,rain,thunderstorms
2024-02-01 23:42:22+03,Kakamega,0.28273,34.75186,31.25,4,904,19.15,366,0.16,31,rain,heavy snow
2024-02-13 07:47:55+03,Litein,-0.58262,35.19012,13.16,26,1014,2.43,17837,0.39,73,clouds,hazy
2024-02-27 16:54:51+03,Malikisi,0.68124,34.42121,13.78,94,1011,6.92,10326,0.45,5,snow,snowy
2024-04-21 12:56:05+03,Malikisi,0.68124,34.42121,25.56,23,904,2.98,2521,0.67,57,drizzle,sunny
2024-05-07 19:40:49+03,Nairobi,-1.29207,36.82195,22.6,55,1008,1.61,13065,0.14,42,clear,thunderstorms
2024-04-11 09:05:22+03,Kakamega,0.28273,34.75186,37.09,53,1025,5.96,19400,0.19,64,thunderstorms,windy
2024-05-27 22:16:13+03,Kilifi,-3.51065,39.90933,23.54,35,1053,16.37,4877,0.54,24,drizzle,windy
2024-03-04 12:31:17+03,Garissa,-0.45323,39.64610,25.69,51,915,2.74,4748,0.37,38,drizzle,thunderstorms with light rains
2024-04-17 15:48:56+03,Karuri,-0.71344,37.03735,25.17,55,872,3.44,6026,0,50,clear,heavy snow
2024-04-13 02:30:27+03,Litein,-0.58262,35.19012,10.99,84,1029,10.47,19528,0,85,clouds,windy
2024-05-24 15:53:06+03,Malikisi,0.68124,34.42121,32.5,80,1016,14.09,14903,0.54,54,clear,sunny
2024-03-27 05:42:31+03,Nyeri,-0.42778,36.94336,22.17,3,870,4.27,16607,0.62,91,rain,stormy
2024-03-22 09:44:35+03,Siaya,-0.09982,34.27470,14.82,21,1047,4.16,16582,0.13,84,rain,thunderstorms
2024-03-22 10:39:41+03,Kericho,-0.36890,35.28629,37.39,71,950,9.28,5986,0.75,18,clouds,sunny
2024-04-23 04:20:41+03,Muhoroni,-0.15661,35.19836,21.99,1,889,11.69,1771,0.82,54,thunderstorms,moderate rain
2024-05-05 23:35:02+03,Eldoret,0.51428,35.26978,36.05,91,956,15.16,15097,0.31,15,clouds,heavy snow
2024-05-08 18:57:52+03,Kisii,-0.67733,34.77960,35.14,49,894,18.92,10801,0.66,90,snow,partly cloudy
2024-05-01 08:35:16+03,Kapenguria,1.24819,35.11037,27.29,94,1052,18.93,17042,0.11,40,clouds,moderate rain
2024-04-04 17:02:54+03,Makueni,-1.78650,37.63111,21.77,54,887,4.68,16455,0.79,70,snow,snowy
2024-03-17 16:27:35+03,Lodwar,3.11552,35.60408,24.71,39,995,12.96,14760,0,91,thunderstorms,cloudy
2024-05-26 16:35:32+03,Meru,0.05147,37.64560,25.05,16,901,8.91,15737,0.39,10,rain,foggy
2024-03-25 06:02:42+03,Migori,-1.07070,34.47527,36.56,96,1035,19.55,12755,0.79,28,snow,cloudy
2024-04-03 13:02:18+03,Siaya,-0.09982,34.27470,26.61,31,1016,13.63,18975,0.78,56,rain,thunderstorms with light rains
2024-05-01 05:55:04+03,Londiani,-0.16347,35.59314,29.16,18,920,3.53,5160,0.23,59,clouds,thunderstorms with light rains
2024-02-27 14:58:09+03,Kiambu,-1.17481,36.83041,33.74,77,1002,10.56,17853,0.07,14,drizzle,sunny
2024-04-07 05:53:26+03,Ol Kalou,-0.27270,36.37752,15.36,18,1076,1.13,9318,0.69,70,rain,heavy snow
2024-02-26 22:13:36+03,Kitale,1.01909,35.00230,27.69,50,926,5.53,6794,0.17,96,rain,light rain
2024-03-24 15:17:35+03,Wajir,1.74884,40.05863,10.41,21,1006,3.85,12361,0.41,76,drizzle,heavy snow
2024-05-21 06:29:47+03,Marsabit,2.33550,37.99435,30.27,69,943,1.53,15276,0.54,78,clouds,foggy
2024-04-11 11:01:18+03,Eldoret,0.51428,35.26978,20.41,47,994,14.84,18156,0.08,6,thunderstorms,hazy
2024-02-01 17:56:32+03,Kipini,-2.52656,40.52925,27.71,32,1069,13.09,990,0.16,64,clear,stormy
2024-05-30 10:04:59+03,Ol Kalou,-0.27270,36.37752,33.14,70,872,1.87,13573,0.73,8,rain,windy
2024-02-16 14:57:16+03,Molo,-0.24884,35.73237,24.09,44,1075,4.92,6529,0.64,2,thunderstorms,cloudy
2024-05-18 00:51:58+03,Wajir,1.74884,40.05863,37.26,35,878,5.11,11905,0.52,83,drizzle,partly cloudy
2024-05-02 06:06:48+03,Kapenguria,1.24819,35.11037,31.08,41,1004,1.69,4248,0.5,29,drizzle,light rain
2024-03-23 15:31:26+03,Siaya,-0.09982,34.27470,21.72,24,991,17.44,1421,0.75,87,clear,cloudy
2024-05-09 10:20:11+03,Butere,0.21982,34.49190,32.4,57,983,19.83,9302,1,97,snow,heavy snow
2024-05-23 16:07:05+03,Ol Kalou,-0.27270,36.37752,34.82,78,944,8.26,9606,0.25,43,snow,heavy snow
2024-03-05 12:30:51+03,Konza,-1.77758,37.10977,22.14,73,1049,9.99,16429,0.78,27,thunderstorms,moderate rain
2024-02-03 21:55:04+03,Kabarnet,0.49011,35.74342,11.85,98,971,6.57,16993,0.22,33,clear,thunderstorms
2024-02-06 21:07:34+03,Nyeri,-0.42778,36.94336,24.2,52,1056,6.1,14682,0.31,87,drizzle,sunny
2024-02-13 08:23:52+03,Ol Kalou,-0.27270,36.37752,16.11,69,1079,6.26,5510,0.23,11,drizzle,heavy snow
2024-05-20 23:28:32+03,Isiolo,0.35564,37.58331,30.99,92,1064,2.48,15383,0.08,91,clouds,light rain
2024-03-22 10:04:05+03,Kihancha,-1.19398,34.61650,20.45,47,957,9.06,5912,0.39,69,clouds,hazy
2024-03-30 04:57:27+03,Moyale,3.53998,39.05284,25.08,47,930,11.39,16050,0.49,32,drizzle,thunderstorms with light rains
2024-05-12 21:22:26+03,Lodwar,3.11552,35.60408,24.35,97,978,0.77,9639,0.58,44,thunderstorms,cloudy
2024-02-23 03:16:52+03,Homa Bay,-0.53504,34.45310,21.04,49,922,13.15,3023,0.59,76,rain,moderate rain
2024-03-12 23:21:18+03,Bungoma,0.56953,34.55838,13.76,17,950,3.53,17556,0.44,100,clear,cloudy
2024-05-18 08:13:23+03,Narok,-1.08754,35.87706,25.79,20,940,12.44,589,0.72,1,rain,moderate rain
2024-02-10 23:15:52+03,Keruguya,-0.49933,37.27848,17.64,56,911,18.07,8008,0.53,54,clouds,thunderstorms
2024-04-25 17:14:36+03,Kilifi,-3.51065,39.90933,24.81,60,913,15.58,14632,0.51,100,drizzle,thunderstorms
2024-03-17 20:18:53+03,Siaya,-0.09982,34.27470,19.55,33,950,16.05,5648,0.3,12,thunderstorms,thunderstorms
2024-05-13 08:12:58+03,Athi River,-1.45772,36.97850,12.46,38,1001,3.89,14940,0.16,82,drizzle,thunderstorms
2024-03-12 06:19:48+03,Keruguya,-0.49933,37.27848,17.74,100,1053,19.26,17885,0.43,93,clouds,partly cloudy
2024-05-19 11:23:48+03,Kipini,-2.52656,40.52925,27.4,40,1008,15.42,10600,0.4,50,clear,hazy
2024-04-01 17:51:21+03,Bungoma,0.56953,34.55838,25.06,58,876,3.22,13653,0.46,0,thunderstorms,heavy snow
2024-04-11 06:08:19+03,Narok,-1.08754,35.87706,33.09,77,873,1.68,3687,0.92,5,clear,hazy
2024-05-02 01:20:29+03,Kinango,-4.13934,39.31803,16.68,76,880,3.52,17299,0.54,9,snow,foggy
2024-05-10 21:27:15+03,Athi River,-1.45772,36.97850,28.27,65,890,19.88,2224,0.37,72,thunderstorms,sunny
2024-04-16 14:14:04+03,Siaya,-0.09982,34.27470,29.98,15,931,13.47,17338,0.12,65,rain,hazy
2024-03-27 22:56:50+03,Makueni,-1.78650,37.63111,35.58,51,1048,15.31,14045,0.6,88,clouds,light rain
2024-05-14 17:48:22+03,Kakamega,0.28273,34.75186,24.16,49,1023,0.03,11946,0.78,58,snow,thunderstorms with light rains
2024-03-23 06:53:20+03,Butere,0.21982,34.49190,36.99,65,963,0.42,12689,0.15,43,drizzle,snowy
2024-05-10 20:01:54+03,Athi River,-1.45772,36.97850,10.88,14,1017,12.98,15949,0.49,28,clear,windy
2024-05-25 13:31:47+03,Ol Kalou,-0.27270,36.37752,16.47,37,1081,4.95,13226,0.76,60,snow,cloudy
2024-05-09 07:22:21+03,Kabarnet,0.49011,35.74342,26.09,6,1060,16.94,13651,0.49,0,clouds,windy
2024-03-24 21:59:08+03,Mombasa,-4.04348,39.66821,15.33,20,1031,10.6,16610,0.92,40,thunderstorms,hazy
2024-03-03 02:36:27+03,Mandera,3.93564,41.85512,37.74,27,934,11.48,4884,0.26,42,rain,snowy
2024-05-10 23:52:24+03,Wajir,1.74884,40.05863,31.25,77,894,13.46,2935,0.81,19,clouds,heavy snow
2024-02-21 06:29:25+03,Homa Bay,-0.53504,34.45310,26.57,37,962,2.91,59,0.08,4,rain,sunny
2024-02-09 21:30:26+03,Malindi,-3.21919,40.11689,13.38,73,1001,11.05,1244,0.09,58,clear,cloudy
2024-03-16 15:39:00+03,Kiambu,-1.17481,36.83041,22.59,72,1012,5.9,7521,0.49,85,snow,windy
2024-03-01 21:41:15+03,Narok,-1.08754,35.87706,21.77,23,891,9.65,10671,0.5,0,thunderstorms,snowy
2024-04-26 14:56:23+03,Bungoma,0.56953,34.55838,26.8,16,883,5.32,14451,0.04,14,clear,heavy snow
2024-04-10 09:19:15+03,Moyale,3.53998,39.05284,24.08,37,1069,7.62,1906,0.85,41,drizzle,cloudy
2024-03-02 11:48:58+03,Ol Kalou,-0.27270,36.37752,27.21,87,999,3.24,15578,0.04,38,thunderstorms,heavy snow
2024-04-27 18:55:39+03,Nairobi,-1.29207,36.82195,29.44,100,1076,19.39,536,0.75,47,clear,hazy
2024-02-10 23:12:22+03,Kiambu,-1.17481,36.83041,12.26,33,1052,16.79,4149,0.04,83,clouds,sunny
2024-04-06 23:26:00+03,Thika,-1.03876,37.08338,28.78,77,932,4.64,13748,0.39,57,clouds,partly cloudy
2024-03-16 07:04:25+03,Nyahururu,0.03516,36.36429,17.72,10,1054,13.68,915,0.99,98,snow,windy
2024-04-22 16:18:00+03,Kinango,-4.13934,39.31803,10.47,42,1060,17.78,451,0.11,81,rain,windy
2024-04-16 04:46:45+03,Nakuru,-0.30310,36.08003,31.36,63,1029,11.73,1698,0.7,3,rain,light rain
2024-02-21 04:25:07+03,Konza,-1.77758,37.10977,22.97,65,969,2.9,13594,0.04,64,clouds,sunny
2024-02-04 07:06:01+03,Karuri,-0.71344,37.03735,36.42,45,890,18.9,14909,0.51,24,drizzle,snowy
2024-03-05 17:53:48+03,Muhoroni,-0.15661,35.19836,29.57,77,998,1.26,1155,0.4,64,clear,thunderstorms with light rains
2024-03-04 16:10:55+03,Mumias,0.33322,34.48774,15.46,63,958,8.22,15721,0.92,49,drizzle,windy
2024-04-16 02:25:20+03,Machakos,-1.51768,37.26341,10.31,65,930,8.48,18863,0.86,44,rain,snowy
2024-02-12 17:51:12+03,Molo,-0.24884,35.73237,11.09,6,1017,1,5511,0.82,1,snow,sunny
2024-03-08 05:57:29+03,Siaya,-0.09982,34.27470,21.45,2,891,18.81,1482,0.57,13,clear,moderate rain
2024-04-27 15:18:56+03,Londiani,-0.16347,35.59314,34.35,58,1053,6.57,8778,0.33,86,rain,snowy
2024-05-16 06:06:26+03,Molo,-0.24884,35.73237,21.16,65,888,11.12,18308,0.31,92,clear,moderate rain
2024-04-29 23:08:40+03,Narok,-1.08754,35.87706,38.01,24,1012,5.09,18837,0.27,72,rain,light rain
2024-05-19 15:40:04+03,Embu,-0.53884,37.45964,25.01,33,1038,15.89,9559,0.07,49,rain,sunny
2024-03-24 21:54:00+03,Kericho,-0.36890,35.28629,29.12,70,933,9.56,12826,0.52,13,drizzle,moderate rain
2024-03-20 06:34:50+03,Malikisi,0.68124,34.42121,35.15,50,955,13.9,4817,0.03,33,clear,hazy
2024-02-15 07:41:24+03,Eldoret,0.51428,35.26978,20.68,76,893,3.14,11694,0.36,5,clear,thunderstorms
2024-02-10 16:45:00+03,Kilifi,-3.51065,39.90933,27.76,31,950,4.78,14375,0.97,86,snow,light rain
2024-02-20 07:11:19+03,Karuri,-0.71344,37.03735,16.64,5,927,13.1,16169,0.96,11,drizzle,light rain
2024-05-28 21:13:07+03,Chepareria,1.30811,35.20660,13.09,71,964,3.94,1319,0.72,17,clouds,light rain
2024-03-17 16:00:19+03,Embu,-0.53884,37.45964,32.52,42,992,12.07,2238,0.26,43,drizzle,foggy
2024-03-08 07:25:20+03,Bungoma,0.56953,34.55838,14.59,77,907,11.2,13708,0.31,9,clouds,thunderstorms
2024-05-17 22:11:57+03,Kilifi,-3.51065,39.90933,16.07,3,920,1.12,16254,0.02,76,snow,foggy
2024-04-17 23:24:57+03,Kakamega,0.28273,34.75186,17.1,63,966,0.49,8738,0.65,53,drizzle,stormy
2024-04-06 10:10:57+03,Mandera,3.93564,41.85512,15.1,25,889,9.44,11430,0.88,4,drizzle,heavy snow
2024-05-07 05:16:43+03,Isiolo,0.35564,37.58331,23.16,64,1017,5.28,16910,0.25,17,drizzle,partly cloudy
2024-02-09 04:44:58+03,Mandera,3.93564,41.85512,36.99,18,1050,17.49,10372,0.13,22,thunderstorms,sunny
2024-03-10 16:43:43+03,Nyeri,-0.42778,36.94336,23.64,59,1042,0.18,16632,0.95,13,clear,thunderstorms with light rains
2024-04-29 20:00:12+03,Embu,-0.53884,37.45964,34.68,28,919,9.38,10985,0.98,1,thunderstorms,partly cloudy
2024-03-08 06:59:49+03,Konza,-1.77758,37.10977,28.6,75,1068,11.29,11210,0.28,95,clouds,moderate rain
2024-02-07 23:02:10+03,Wajir,1.74884,40.05863,28.63,57,1071,12.07,5550,0.37,1,snow,foggy
2024-03-30 16:09:32+03,Maralal,1.09314,36.70183,17.42,27,957,11.45,18014,0.63,83,drizzle,partly cloudy
2024-05-24 12:37:02+03,Mandera,3.93564,41.85512,30.08,21,950,3.54,9396,0.15,99,thunderstorms,light rain
2024-03-09 00:33:54+03,Isiolo,0.35564,37.58331,39.09,57,882,9.61,9117,0.64,77,clear,thunderstorms with light rains
2024-03-18 17:00:41+03,Mandera,3.93564,41.85512,11.11,90,1022,5.94,9811,0.7,1,thunderstorms,hazy
2024-03-29 16:17:17+03,Kapsabet,0.20296,35.09784,37.47,35,880,18.53,8288,0.66,39,rain,cloudy
2024-02-16 13:31:49+03,Siaya,-0.09982,34.27470,37.39,7,1055,18.93,13899,0.25,11,clear,stormy
2024-05-18 01:26:32+03,Eldoret,0.51428,35.26978,15.12,19,988,8.61,8762,0.45,81,snow,snowy
2024-03-08 07:10:46+03,Machakos,-1.51768,37.26341,19.62,75,948,13.2,17844,0.58,54,drizzle,thunderstorms
2024-03-21 00:10:31+03,Rongai,-1.39386,36.74424,13.23,27,1070,6.22,4129,0.19,71,thunderstorms,windy
2024-05-25 16:41:05+03,Kakamega,0.28273,34.75186,20.28,81,1027,15.24,4160,0.32,55,clouds,moderate rain
2024-04-26 00:40:34+03,Kakamega,0.28273,34.75186,22.41,52,993,15.21,14187,0.66,9,clear,windy
2024-05-07 21:33:50+03,Kajiado,-2.09808,36.78195,36,3,969,0.2,6791,0.89,50,snow,sunny
2024-04-14 06:19:31+03,Homa Bay,-0.53504,34.45310,13.16,82,1030,18.82,14045,0.8,63,drizzle,snowy
2024-05-26 19:50:31+03,Malikisi,0.68124,34.42121,22.18,10,1047,10.6,8479,0.99,17,rain,heavy snow
2024-02-12 20:30:15+03,Kakamega,0.28273,34.75186,11.03,29,990,0.36,13671,0.05,86,rain,partly cloudy
2024-05-05 23:03:26+03,Narok,-1.08754,35.87706,31.68,49,963,6.25,16499,0.08,88,thunderstorms,moderate rain
2024-02-02 15:04:47+03,Isiolo,0.35564,37.58331,10.04,22,976,17.71,16360,0.93,32,thunderstorms,heavy snow
2024-02-19 12:22:23+03,Eldama Ravine,0.05304,35.72977,10.05,97,932,14.73,5760,0.68,26,clouds,foggy
2024-03-30 04:34:19+03,Nanyuki,0.00744,37.07223,30.35,4,995,8.42,9388,0.88,90,snow,foggy
2024-02-10 23:38:41+03,Migori,-1.07070,34.47527,25.86,22,1072,1.57,7835,0.03,41,drizzle,moderate rain
2024-03-25 11:11:44+03,Mumias,0.33322,34.48774,11.59,44,1085,6.83,1621,0.13,27,thunderstorms,hazy
2024-02-18 08:19:31+03,Kakamega,0.28273,34.75186,39.55,54,1079,12.21,17550,0.56,57,rain,heavy snow
2024-02-29 19:06:20+03,Homa Bay,-0.53504,34.45310,21.18,47,920,3.76,8751,0.16,2,drizzle,windy
2024-04-17 00:58:39+03,Migori,-1.07070,34.47527,29.96,90,1025,8.45,2908,0.73,83,clear,foggy
2024-03-03 07:02:29+03,Ol Kalou,-0.27270,36.37752,29.92,15,1081,15.81,4061,0.63,65,clouds,thunderstorms with light rains
2024-03-06 18:00:24+03,Nakuru,-0.30310,36.08003,19.91,49,889,6.06,4864,0.03,82,thunderstorms,stormy
2024-02-01 12:45:47+03,Londiani,-0.16347,35.59314,16.33,47,902,3.41,14086,0.51,53,rain,partly cloudy
2024-05-05 01:16:31+03,Eldama Ravine,0.05304,35.72977,27.77,44,1057,13.45,11661,0.14,83,clear,snowy
2024-04-12 12:42:50+03,Muhoroni,-0.15661,35.19836,27.74,56,914,17.01,17116,0.74,71,snow,moderate rain
2024-04-07 18:39:27+03,Kajiado,-2.09808,36.78195,29.81,6,1001,16.57,6094,0.13,14,clear,thunderstorms
2024-02-09 11:51:07+03,Molo,-0.24884,35.73237,29.99,41,1051,1.32,7179,0.54,82,snow,stormy
2024-05-15 17:05:14+03,Isiolo,0.35564,37.58331,14.56,42,907,10.65,15239,0.23,96,thunderstorms,heavy snow
2024-02-04 09:56:16+03,Malikisi,0.68124,34.42121,14.89,42,1062,11.42,19813,0.55,18,thunderstorms,thunderstorms with light rains
2024-05-12 14:23:44+03,Kapsabet,0.20296,35.09784,29.39,31,933,11.82,10605,0.67,13,drizzle,stormy
2024-02-26 16:05:55+03,Lamu,-2.26956,40.90064,25.11,70,922,9.52,10715,0.96,8,thunderstorms,sunny
2024-03-07 16:06:43+03,Eldoret,0.51428,35.26978,14.84,6,898,2.29,19416,0.73,87,rain,foggy
2024-05-03 06:03:19+03,Naivasha,-0.71718,36.43103,34.1,34,944,8.53,19336,0.63,66,drizzle,moderate rain
2024-05-24 23:03:31+03,Kisii,-0.67733,34.77960,20.79,29,952,2.92,14806,0.63,9,snow,partly cloudy
2024-02-20 18:23:53+03,Karuri,-0.71344,37.03735,23.19,8,937,13.64,300,0.14,31,drizzle,moderate rain
2024-02-13 02:29:52+03,Kinango,-4.13934,39.31803,16.75,40,880,11.64,4814,0.61,80,clear,partly cloudy
2024-02-25 14:41:18+03,Kilifi,-3.51065,39.90933,33.41,46,889,3.27,10977,0.28,10,drizzle,snowy
2024-04-11 01:13:08+03,Kilifi,-3.51065,39.90933,35.35,53,1073,10.91,908,0.85,23,drizzle,heavy snow
2024-05-12 00:49:17+03,Garissa,-0.45323,39.64610,11.99,27,1054,7.99,6437,0.83,48,thunderstorms,heavy snow
2024-05-06 05:09:34+03,Homa Bay,-0.53504,34.45310,10.49,97,1019,15.07,12249,0.29,66,rain,cloudy
2024-04-23 10:39:26+03,Keroka,-0.77711,34.94584,19.21,61,996,1.35,2285,0.03,27,drizzle,windy
2024-05-23 13:24:44+03,Eldama Ravine,0.05304,35.72977,31.8,76,1001,1.27,12283,0.87,91,drizzle,light rain
2024-02-22 22:23:33+03,Makueni,-1.78650,37.63111,19.6,58,951,11.06,13138,0.95,19,clear,partly cloudy
2024-02-06 02:01:24+03,Molo,-0.24884,35.73237,29.17,0,918,2,2574,0.49,17,clouds,hazy
2024-03-04 23:40:01+03,Nairobi,-1.29207,36.82195,30.02,67,1064,15.76,7959,0.43,81,snow,moderate rain
2024-05-20 15:55:39+03,Ol Kalou,-0.27270,36.37752,29.18,44,1022,1.5,2129,0.29,21,drizzle,sunny
2024-02-11 22:20:10+03,Londiani,-0.16347,35.59314,37.46,3,993,4.41,4244,0.31,11,drizzle,thunderstorms with light rains
2024-05-03 12:14:18+03,Mbale,1.07844,34.18101,36.02,82,1072,11.2,4693,0.63,14,rain,heavy snow
2024-05-05 22:55:30+03,Kabarnet,0.49011,35.74342,36.45,19,1031,10.03,10604,0.31,33,rain,heavy snow
2024-04-03 09:28:46+03,Kiambu,-1.17481,36.83041,25.71,40,971,8.37,15214,0.59,55,thunderstorms,snowy
2024-04-21 08:25:26+03,Keruguya,-0.49933,37.27848,10.15,65,947,1.97,12751,0.7,8,snow,partly cloudy
2024-04-14 00:40:39+03,Voi,-3.39731,38.55593,21.95,22,939,0.15,160,0.25,97,rain,hazy
2024-02-17 10:46:36+03,Kihancha,-1.19398,34.61650,23.48,75,977,1.16,2811,0.45,48,clear,heavy snow
2024-05-18 21:05:48+03,Kiambu,-1.17481,36.83041,25.23,52,976,11.81,19825,0.11,98,clouds,thunderstorms with light rains
2024-04-11 11:04:57+03,Maralal,1.09314,36.70183,20.34,37,1029,11.8,8181,0.8,1,thunderstorms,moderate rain
2024-03-25 12:01:54+03,Garissa,-0.45323,39.64610,34.41,60,941,14.59,14260,0.61,26,snow,partly cloudy
2024-04-06 00:15:01+03,Webuye,0.59921,34.77960,39.79,53,1027,7.06,2328,0.1,34,clouds,sunny
2024-03-23 08:21:58+03,Kihancha,-1.19398,34.61650,23.68,27,999,11.18,18183,0.5,67,snow,hazy
2024-04-12 00:27:21+03,Lodwar,3.11552,35.60408,32.56,77,877,18.7,3937,0.39,45,drizzle,hazy
2024-02-12 00:37:25+03,Konza,-1.77758,37.10977,18.44,40,991,4.43,4593,0.5,1,clear,windy
2024-05-17 20:37:43+03,Malindi,-3.21919,40.11689,20.93,45,1045,16.7,17951,0.56,73,drizzle,partly cloudy
2024-03-04 04:18:13+03,Chepareria,1.30811,35.20660,14.53,54,1045,14.49,11615,0.13,5,drizzle,thunderstorms
2024-03-12 18:42:35+03,Isiolo,0.35564,37.58331,29.81,20,978,4.8,8097,0.07,12,snow,heavy snow
2024-04-14 14:02:38+03,Kisii,-0.67733,34.77960,34.47,22,1039,17.2,18744,0.5,34,rain,windy
2024-04-20 15:15:25+03,Athi River,-1.45772,36.97850,29.36,85,924,0.22,3224,0.53,33,rain,thunderstorms with light rains
2024-04-17 19:06:17+03,Narok,-1.08754,35.87706,25.1,25,971,9.16,15408,0.25,81,clouds,thunderstorms with light rains
2024-02-06 22:00:08+03,Karuri,-0.71344,37.03735,27.46,39,925,17.35,5649,0.51,21,rain,windy
2024-05-12 15:23:54+03,Makueni,-1.78650,37.63111,35.04,14,1052,17.31,12863,0.34,47,clear,thunderstorms
2024-03-02 21:53:02+03,Busia,0.46077,34.11146,16.95,4,872,9.35,9588,0.7,80,clear,cloudy
2024-05-20 16:18:30+03,Kisumu,-0.09170,34.76796,33.9,2,1040,15.85,14185,0.82,26,clouds,light rain
2024-05-15 12:40:29+03,Moyale,3.53998,39.05284,33.45,3,1019,8.78,3411,0.01,76,rain,stormy
2024-03-09 10:02:18+03,Kipini,-2.52656,40.52925,14.15,96,943,12.86,12655,0.03,16,rain,cloudy
2024-04-22 03:38:07+03,Nairobi,-1.29207,36.82195,15.86,77,883,2.81,1082,0.88,41,thunderstorms,thunderstorms with light rains
2024-05-13 13:46:11+03,Thika,-1.03876,37.08338,18.25,39,958,16.15,8303,0.83,63,rain,cloudy
2024-03-24 08:00:34+03,Maralal,1.09314,36.70183,23.26,15,925,7.52,14338,0.27,69,clear,cloudy
